subjectID,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q16,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,q31,q45,region,q1_T2,q2_T2,q3_T2,q4_T2,q5_T2,q6_T2,q7_T2,q8_T2,q9_T2,q10_T2,q16_T2,q20_T2,q21_T2,q22_T2,q23_T2,q24_T2,q25_T2,q26_T2,q27_T2,q28_T2,q29_T2,q30_T2,q31_T2,q45_T2,Employment Status,Student Status,Sex,age
sub01324,59.0,5.0,0.0,69.0,10.0,12.0,59.0,83.0,11.0,51.0,80.0,62.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,28.0,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),Yes,Male,25.0
sub00276,39.0,61.0,65.0,67.0,59.0,64.0,79.0,96.0,38.0,67.0,83.0,3.0,0.0,0.0,0.0,0.0,32.0,59.0,35.0,44.0,97.0,57.0,61.0,50.0,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,19.0
sub01462,25.0,51.0,72.0,70.0,19.0,49.0,63.0,65.0,18.0,73.0,82.0,30.0,0.0,0.0,0.0,0.0,14.0,85.0,58.0,89.0,82.0,97.0,100.0,83.0,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),Yes,Female,25.0
sub01503,10.0,19.0,19.0,50.0,5.0,5.0,12.0,29.0,24.0,6.0,4.0,88.0,59.0,41.0,17.0,5.0,4.0,2.0,5.0,3.0,5.0,3.0,4.0,6.0,California,,,,,,,,,,,,,,,,,,,,,,,,,"Not in paid work (e.g. homemaker', 'retired or disabled)",No,Female,20.0
sub00892,90.0,23.0,44.0,72.0,76.0,82.0,98.0,97.0,89.0,89.0,92.0,62.0,41.0,26.0,18.0,3.0,70.0,80.0,26.0,82.0,78.0,88.0,88.0,33.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,24.0
sub00675,28.0,50.0,100.0,100.0,50.0,51.0,84.0,82.0,18.0,51.0,100.0,72.0,31.0,13.0,0.0,0.0,100.0,82.0,0.0,0.0,0.0,100.0,100.0,1.0,New York,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Male,24.0
sub00409,49.0,100.0,10.0,82.0,50.0,76.0,100.0,100.0,75.0,77.0,16.0,55.0,10.0,0.0,0.0,0.0,0.0,71.0,88.0,12.0,100.0,100.0,100.0,12.0,California,,,,,,,,,,,,,,,,,,,,,,,,,"Not in paid work (e.g. homemaker', 'retired or disabled)",No,Female,58.0
sub01235,59.0,74.0,51.0,74.0,100.0,58.0,69.0,84.0,100.0,92.0,88.0,35.0,7.0,7.0,0.0,0.0,37.0,21.0,37.0,29.0,65.0,79.0,100.0,54.0,California,60.0,38.0,55.0,85.0,95.0,53.0,62.0,81.0,65.0,47.0,86.0,25.0,9.0,0.0,0.0,0.0,37.0,74.0,91.0,98.0,92.0,97.0,98.0,72.0,Part-Time,Yes,Male,21.0
sub00535,80.0,68.0,55.0,48.0,77.0,79.0,100.0,67.0,87.0,79.0,20.0,76.0,68.0,59.0,47.0,30.0,7.0,10.0,10.0,4.0,7.0,17.0,11.0,72.0,California,73.0,53.0,69.0,70.0,81.0,95.0,100.0,95.0,82.0,75.0,19.0,71.0,66.0,54.0,38.0,28.0,12.0,14.0,18.0,20.0,22.0,18.0,13.0,79.0,Other,No,Male,65.0
sub00996,100.0,77.0,50.0,67.0,59.0,53.0,81.0,89.0,69.0,62.0,64.0,6.0,0.0,0.0,0.0,0.0,5.0,81.0,6.0,9.0,65.0,65.0,64.0,100.0,Florida,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Female,36.0
sub01473,17.0,48.0,11.0,66.0,23.0,16.0,17.0,32.0,51.0,20.0,13.0,84.0,76.0,81.0,48.0,50.0,16.0,2.0,100.0,0.0,100.0,22.0,21.0,17.0,California,11.0,46.0,4.0,78.0,16.0,18.0,2.0,24.0,9.0,83.0,4.0,82.0,49.0,34.0,12.0,4.0,79.0,27.0,77.0,18.0,98.0,34.0,81.0,73.0,"Not in paid work (e.g. homemaker', 'retired or disabled)",No,Female,30.0
sub00095,82.0,26.0,0.0,25.0,90.0,82.0,86.0,84.0,100.0,42.0,15.0,69.0,41.0,24.0,15.0,9.0,1.0,8.0,0.0,0.0,74.0,0.0,0.0,54.0,California,,,,,,,,,,,,,,,,,,,,,,,,,"Not in paid work (e.g. homemaker', 'retired or disabled)",Yes,Female,20.0
sub01536,75.0,40.0,3.0,34.0,71.0,78.0,82.0,90.0,92.0,66.0,91.0,9.0,0.0,0.0,0.0,0.0,27.0,61.0,63.0,67.0,63.0,91.0,90.0,88.0,Texas,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,Yes,Female,20.0
sub00260,67.0,18.0,17.0,64.0,87.0,72.0,93.0,83.0,60.0,76.0,82.0,95.0,37.0,12.0,0.0,0.0,9.0,68.0,23.0,20.0,87.0,8.0,87.0,90.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),Yes,Male,20.0
sub01391,43.0,22.0,78.0,80.0,79.0,68.0,71.0,67.0,85.0,84.0,49.0,2.0,0.0,0.0,0.0,0.0,9.0,48.0,59.0,79.0,79.0,79.0,86.0,82.0,New York,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,47.0
sub00216,21.0,20.0,100.0,57.0,31.0,25.0,34.0,48.0,69.0,40.0,0.0,100.0,95.0,85.0,68.0,57.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Male,21.0
sub00959,54.0,71.0,13.0,89.0,48.0,71.0,77.0,91.0,55.0,58.0,8.0,16.0,7.0,0.0,0.0,0.0,22.0,11.0,73.0,39.0,85.0,6.0,5.0,51.0,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,Other,No,Female,24.0
sub01560,43.0,15.0,58.0,56.0,66.0,50.0,35.0,18.0,83.0,48.0,82.0,23.0,50.0,4.0,0.0,0.0,23.0,9.0,62.0,20.0,71.0,50.0,65.0,70.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,32.0
sub01122,11.0,49.0,7.0,42.0,73.0,75.0,81.0,64.0,31.0,64.0,46.0,3.0,0.0,0.0,0.0,0.0,5.0,86.0,71.0,92.0,100.0,85.0,93.0,70.0,New Mexico,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Female,49.0
sub01102,55.0,55.0,24.0,57.0,73.0,77.0,82.0,66.0,72.0,62.0,37.0,0.0,0.0,0.0,0.0,0.0,12.0,67.0,87.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,No,Male,27.0
sub01116,59.0,24.0,54.0,59.0,90.0,59.0,64.0,65.0,57.0,37.0,16.0,23.0,1.0,0.0,0.0,0.0,0.0,61.0,25.0,27.0,83.0,85.0,84.0,97.0,Texas,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,24.0
sub00410,51.0,65.0,7.0,11.0,77.0,49.0,29.0,31.0,100.0,49.0,83.0,79.0,22.0,1.0,0.0,1.0,0.0,24.0,23.0,25.0,80.0,75.0,47.0,98.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,Yes,Female,29.0
sub01468,0.0,14.0,66.0,100.0,19.0,16.0,88.0,44.0,20.0,49.0,0.0,76.0,23.0,6.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),Yes,Female,18.0
sub01496,0.0,27.0,4.0,12.0,43.0,57.0,88.0,93.0,0.0,67.0,15.0,0.0,1.0,0.0,62.0,0.0,14.0,0.0,50.0,38.0,73.0,51.0,11.0,7.0,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),Yes,Male,18.0
sub01094,36.0,38.0,33.0,34.0,61.0,62.0,63.0,61.0,64.0,38.0,18.0,45.0,22.0,16.0,3.0,0.0,41.0,30.0,48.0,27.0,51.0,29.0,3.0,82.0,Texas,,,,,,,,,,,,,,,,,,,,,,,,,"Not in paid work (e.g. homemaker', 'retired or disabled)",No,Female,31.0
sub00202,30.0,49.0,48.0,68.0,66.0,80.0,100.0,100.0,65.0,50.0,59.0,15.0,0.0,0.0,0.0,0.0,47.0,23.0,31.0,69.0,58.0,86.0,68.0,62.0,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0
sub01343,79.0,79.0,64.0,90.0,100.0,61.0,49.0,37.0,21.0,69.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,75.0,51.0,76.0,0.0,0.0,73.0,Florida,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Male,22.0
sub00191,58.0,55.0,12.0,58.0,78.0,62.0,97.0,87.0,85.0,91.0,2.0,34.0,16.0,5.0,0.0,0.0,2.0,30.0,47.0,28.0,64.0,60.0,65.0,69.0,California,80.0,64.0,66.0,75.0,90.0,97.0,91.0,100.0,89.0,82.0,33.0,32.0,4.0,0.0,0.0,0.0,33.0,22.0,49.0,59.0,51.0,66.0,78.0,77.0,,,Male,26.0
sub00763,34.0,68.0,79.0,75.0,32.0,36.0,80.0,82.0,96.0,75.0,29.0,94.0,80.0,74.0,61.0,49.0,23.0,6.0,38.0,57.0,96.0,38.0,76.0,36.0,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0
sub00445,58.0,74.0,84.0,80.0,88.0,70.0,100.0,100.0,75.0,75.0,85.0,70.0,57.0,43.0,23.0,18.0,32.0,67.0,43.0,40.0,80.0,78.0,78.0,73.0,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,No,Male,34.0
sub01150,62.0,42.0,74.0,80.0,81.0,56.0,74.0,69.0,96.0,72.0,37.0,67.0,40.0,3.0,1.0,0.0,19.0,66.0,26.0,55.0,89.0,89.0,85.0,90.0,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,No,,25.0
sub01567,14.0,48.0,48.0,63.0,49.0,46.0,89.0,77.0,46.0,69.0,72.0,50.0,23.0,6.0,0.0,0.0,55.0,87.0,73.0,93.0,94.0,100.0,91.0,82.0,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,42.0
sub00702,100.0,50.0,80.0,83.0,79.0,73.0,100.0,100.0,0.0,69.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,32.0,100.0,100.0,100.0,100.0,100.0,California,83.0,17.0,51.0,71.0,80.0,100.0,100.0,100.0,5.0,49.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,100.0,100.0,100.0,100.0,Unemployed (and job seeking),No,Female,34.0
sub00385,47.0,26.0,10.0,22.0,66.0,50.0,71.0,71.0,59.0,15.0,22.0,70.0,24.0,9.0,0.0,0.0,63.0,38.0,10.0,67.0,83.0,87.0,80.0,4.0,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,35.0
sub00346,44.0,40.0,44.0,56.0,51.0,70.0,100.0,84.0,57.0,51.0,1.0,7.0,0.0,0.0,0.0,0.0,100.0,55.0,11.0,13.0,100.0,75.0,78.0,1.0,California,57.0,51.0,1.0,56.0,52.0,69.0,94.0,93.0,69.0,60.0,79.0,37.0,3.0,0.0,0.0,0.0,93.0,71.0,37.0,34.0,93.0,100.0,100.0,29.0,,,Female,21.0
sub01085,38.0,68.0,90.0,67.0,65.0,68.0,88.0,64.0,80.0,83.0,60.0,20.0,2.0,0.0,0.0,0.0,82.0,59.0,49.0,68.0,96.0,64.0,84.0,93.0,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,"Not in paid work (e.g. homemaker', 'retired or disabled)",No,Female,26.0
sub00441,67.0,17.0,2.0,38.0,78.0,57.0,73.0,71.0,70.0,21.0,34.0,5.0,1.0,0.0,0.0,0.0,18.0,63.0,12.0,51.0,77.0,72.0,81.0,56.0,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,"Not in paid work (e.g. homemaker', 'retired or disabled)",No,Female,32.0
sub00793,92.0,66.0,80.0,98.0,100.0,68.0,96.0,81.0,51.0,77.0,82.0,95.0,89.0,65.0,0.0,0.0,0.0,11.0,26.0,82.0,59.0,49.0,100.0,100.0,California,97.0,100.0,70.0,66.0,100.0,96.0,97.0,96.0,96.0,23.0,93.0,84.0,5.0,3.0,0.0,0.0,1.0,51.0,0.0,88.0,98.0,10.0,50.0,100.0,Full-Time,No,Female,53.0
sub01244,5.0,11.0,62.0,77.0,0.0,5.0,37.0,6.0,79.0,47.0,30.0,83.0,92.0,93.0,95.0,17.0,31.0,32.0,8.0,5.0,22.0,50.0,52.0,62.0,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub00084,65.0,51.0,100.0,92.0,25.0,66.0,50.0,61.0,60.0,73.0,100.0,64.0,34.0,9.0,0.0,0.0,95.0,94.0,3.0,8.0,87.0,83.0,76.0,29.0,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,Yes,Female,18.0
sub01260,15.0,22.0,13.0,58.0,65.0,27.0,51.0,31.0,94.0,83.0,5.0,100.0,51.0,3.0,0.0,0.0,13.0,6.0,0.0,55.0,7.0,11.0,6.0,88.0,California,21.0,78.0,9.0,36.0,95.0,46.0,53.0,54.0,100.0,57.0,28.0,0.0,0.0,0.0,0.0,0.0,5.0,68.0,20.0,78.0,24.0,58.0,84.0,42.0,"Not in paid work (e.g. homemaker', 'retired or disabled)",No,Female,31.0
sub00587,43.0,80.0,0.0,79.0,27.0,47.0,71.0,93.0,100.0,64.0,29.0,13.0,2.0,0.0,0.0,0.0,21.0,12.0,66.0,61.0,100.0,0.0,0.0,82.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),Yes,Male,18.0
sub00843,50.0,58.0,22.0,58.0,50.0,63.0,100.0,100.0,100.0,98.0,0.0,84.0,0.0,0.0,5.0,4.0,12.0,7.0,100.0,70.0,84.0,3.0,1.0,2.0,California,98.0,31.0,100.0,86.0,100.0,78.0,100.0,75.0,100.0,77.0,50.0,81.0,0.0,0.0,0.0,0.0,22.0,50.0,19.0,73.0,100.0,79.0,12.0,93.0,Full-Time,No,Female,34.0
sub00774,55.0,24.0,49.0,71.0,65.0,66.0,70.0,57.0,58.0,43.0,73.0,57.0,32.0,12.0,0.0,0.0,26.0,28.0,79.0,49.0,75.0,82.0,30.0,87.0,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0
sub00856,49.0,56.0,96.0,69.0,80.0,77.0,84.0,87.0,91.0,89.0,11.0,23.0,3.0,1.0,0.0,0.0,48.0,53.0,64.0,14.0,90.0,96.0,95.0,88.0,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,33.0
sub01202,66.0,70.0,11.0,69.0,73.0,68.0,75.0,75.0,91.0,71.0,51.0,36.0,6.0,0.0,0.0,0.0,6.0,64.0,27.0,82.0,89.0,95.0,100.0,98.0,California,80.0,49.0,0.0,84.0,80.0,84.0,97.0,100.0,83.0,83.0,51.0,2.0,0.0,0.0,0.0,0.0,78.0,89.0,89.0,85.0,87.0,87.0,90.0,100.0,Unemployed (and job seeking),No,Female,22.0
sub01486,10.0,47.0,79.0,70.0,41.0,20.0,24.0,13.0,89.0,23.0,93.0,18.0,3.0,0.0,0.0,0.0,11.0,76.0,85.0,93.0,91.0,100.0,100.0,57.0,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,Other,No,Male,21.0
sub01349,10.0,46.0,23.0,57.0,27.0,22.0,69.0,29.0,78.0,66.0,91.0,83.0,94.0,95.0,65.0,41.0,17.0,45.0,74.0,70.0,71.0,71.0,34.0,82.0,Texas,,,,,,,,,,,,,,,,,,,,,,,,,Other,Yes,Female,19.0
sub00672,69.0,72.0,39.0,72.0,82.0,68.0,93.0,95.0,77.0,66.0,85.0,3.0,0.0,0.0,0.0,0.0,46.0,80.0,80.0,79.0,85.0,94.0,97.0,88.0,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,Yes,Female,19.0
sub00005,0.0,81.0,76.0,86.0,100.0,100.0,38.0,31.0,13.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,11.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Male,46.0
sub01308,29.0,31.0,33.0,68.0,62.0,50.0,89.0,64.0,89.0,85.0,49.0,16.0,10.0,0.0,0.0,0.0,14.0,83.0,21.0,82.0,100.0,100.0,100.0,50.0,California,49.0,74.0,97.0,93.0,69.0,78.0,76.0,51.0,77.0,79.0,71.0,36.0,2.0,0.0,0.0,0.0,27.0,97.0,95.0,98.0,98.0,96.0,96.0,72.0,Unemployed (and job seeking),No,Female,50.0
sub00112,0.0,0.0,31.0,88.0,74.0,81.0,62.0,36.0,71.0,68.0,34.0,74.0,85.0,48.0,26.0,0.0,63.0,11.0,5.0,50.0,57.0,14.0,14.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),No,Male,24.0
sub01358,48.0,30.0,38.0,50.0,68.0,80.0,78.0,91.0,100.0,60.0,100.0,100.0,89.0,67.0,7.0,2.0,29.0,18.0,0.0,0.0,100.0,25.0,74.0,35.0,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),Yes,Male,18.0
sub00331,78.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,66.0,100.0,100.0,79.0,47.0,19.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,39.0,California,12.0,0.0,17.0,82.0,27.0,21.0,49.0,49.0,72.0,100.0,68.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,51.0,Unemployed (and job seeking),Yes,Female,20.0
sub00419,55.0,29.0,100.0,59.0,79.0,57.0,48.0,65.0,100.0,38.0,91.0,66.0,60.0,49.0,4.0,12.0,50.0,20.0,0.0,50.0,100.0,19.0,0.0,64.0,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,20.0
sub01425,46.0,64.0,76.0,100.0,61.0,31.0,61.0,47.0,0.0,81.0,98.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,73.0,100.0,100.0,100.0,100.0,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,Yes,Male,21.0
sub00595,17.0,69.0,100.0,100.0,65.0,61.0,100.0,82.0,79.0,43.0,100.0,78.0,79.0,69.0,50.0,33.0,63.0,83.0,9.0,78.0,60.0,100.0,100.0,80.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),Yes,Female,26.0
sub01188,69.0,15.0,6.0,54.0,80.0,88.0,100.0,100.0,100.0,21.0,100.0,82.0,17.0,0.0,0.0,0.0,0.0,30.0,0.0,38.0,71.0,87.0,51.0,100.0,Texas,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,28.0
sub00335,73.0,30.0,38.0,33.0,71.0,69.0,86.0,100.0,91.0,63.0,37.0,26.0,12.0,0.0,0.0,0.0,19.0,14.0,65.0,63.0,73.0,52.0,68.0,100.0,Florida,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,24.0
sub00299,70.0,38.0,5.0,85.0,78.0,65.0,54.0,75.0,74.0,84.0,0.0,79.0,76.0,69.0,56.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,California,64.0,23.0,5.0,94.0,80.0,59.0,52.0,57.0,81.0,79.0,4.0,61.0,36.0,12.0,0.0,0.0,6.0,1.0,0.0,6.0,4.0,34.0,20.0,74.0,Part-Time,No,Female,34.0
sub00804,91.0,56.0,17.0,72.0,98.0,80.0,74.0,74.0,80.0,93.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,Florida,,,,,,,,,,,,,,,,,,,,,,,,,"Not in paid work (e.g. homemaker', 'retired or disabled)",No,Male,41.0
sub01549,65.0,65.0,33.0,100.0,92.0,29.0,49.0,25.0,43.0,85.0,56.0,42.0,23.0,0.0,0.0,0.0,72.0,60.0,85.0,57.0,100.0,100.0,92.0,84.0,New York,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,,55.0
sub01522,57.0,21.0,23.0,39.0,81.0,69.0,89.0,78.0,97.0,68.0,94.0,43.0,23.0,2.0,0.0,0.0,10.0,8.0,58.0,87.0,100.0,0.0,80.0,84.0,Florida,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),Yes,Female,19.0
sub01350,38.0,50.0,12.0,82.0,65.0,40.0,47.0,73.0,93.0,60.0,32.0,22.0,10.0,8.0,3.0,0.0,18.0,62.0,58.0,23.0,83.0,33.0,71.0,30.0,California,33.0,35.0,6.0,89.0,58.0,44.0,50.0,57.0,86.0,42.0,72.0,9.0,3.0,1.0,0.0,0.0,24.0,60.0,34.0,53.0,61.0,41.0,85.0,44.0,Full-Time,No,Male,48.0
sub00225,68.0,20.0,57.0,64.0,65.0,63.0,58.0,93.0,57.0,73.0,31.0,76.0,74.0,69.0,65.0,61.0,0.0,54.0,69.0,68.0,92.0,41.0,52.0,100.0,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,51.0
sub00503,18.0,23.0,28.0,53.0,29.0,50.0,47.0,60.0,25.0,63.0,34.0,53.0,20.0,0.0,0.0,0.0,0.0,18.0,23.0,21.0,100.0,61.0,66.0,83.0,California,26.0,38.0,50.0,71.0,81.0,57.0,65.0,64.0,44.0,48.0,39.0,5.0,0.0,3.0,0.0,0.0,3.0,54.0,61.0,65.0,72.0,72.0,89.0,64.0,Unemployed (and job seeking),No,Female,
sub01028,9.0,71.0,100.0,90.0,34.0,56.0,94.0,52.0,70.0,83.0,20.0,50.0,36.0,11.0,0.0,0.0,1.0,61.0,35.0,32.0,95.0,51.0,84.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Male,28.0
sub01078,5.0,81.0,100.0,34.0,9.0,15.0,100.0,100.0,85.0,81.0,73.0,91.0,30.0,7.0,0.0,0.0,0.0,0.0,49.0,0.0,100.0,0.0,0.0,90.0,California,0.0,17.0,95.0,74.0,19.0,50.0,100.0,89.0,97.0,79.0,100.0,25.0,0.0,0.0,0.0,0.0,4.0,6.0,61.0,82.0,63.0,50.0,0.0,94.0,,Yes,Female,29.0
sub00571,49.0,16.0,0.0,10.0,47.0,49.0,58.0,51.0,29.0,47.0,78.0,4.0,0.0,0.0,0.0,0.0,0.0,91.0,75.0,100.0,100.0,100.0,100.0,91.0,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,No,Male,25.0
sub00649,88.0,88.0,49.0,48.0,85.0,59.0,85.0,94.0,52.0,51.0,37.0,3.0,0.0,0.0,0.0,0.0,29.0,87.0,62.0,46.0,87.0,76.0,59.0,46.0,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,32.0
sub00300,17.0,35.0,16.0,29.0,48.0,63.0,90.0,87.0,81.0,41.0,41.0,12.0,0.0,0.0,0.0,0.0,6.0,19.0,18.0,10.0,23.0,16.0,21.0,100.0,California,28.0,46.0,10.0,77.0,36.0,67.0,80.0,74.0,100.0,55.0,37.0,24.0,16.0,22.0,0.0,0.0,3.0,10.0,31.0,20.0,73.0,70.0,30.0,95.0,Unemployed (and job seeking),Yes,Male,20.0
sub01026,19.0,64.0,30.0,78.0,29.0,31.0,85.0,16.0,65.0,62.0,36.0,39.0,15.0,6.0,0.0,0.0,35.0,41.0,66.0,67.0,68.0,77.0,68.0,67.0,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),Yes,Male,22.0
sub01246,55.0,17.0,63.0,82.0,72.0,44.0,57.0,81.0,58.0,100.0,24.0,41.0,3.0,0.0,0.0,0.0,63.0,19.0,50.0,78.0,90.0,77.0,0.0,65.0,California,,,,,,,,,,,,,,,,,,,,,,,,,,No,,20.0
sub00869,41.0,61.0,71.0,65.0,37.0,38.0,38.0,39.0,59.0,67.0,79.0,38.0,15.0,9.0,0.0,0.0,30.0,68.0,48.0,33.0,80.0,49.0,50.0,78.0,California,25.0,38.0,62.0,79.0,27.0,22.0,25.0,10.0,24.0,22.0,95.0,23.0,0.0,0.0,0.0,0.0,0.0,70.0,49.0,57.0,100.0,92.0,86.0,100.0,"Not in paid work (e.g. homemaker', 'retired or disabled)",Yes,Male,22.0
sub00693,25.0,100.0,100.0,100.0,18.0,100.0,100.0,100.0,30.0,100.0,39.0,20.0,0.0,0.0,0.0,0.0,15.0,0.0,16.0,1.0,100.0,100.0,100.0,19.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,Yes,Male,29.0
sub00143,0.0,12.0,0.0,49.0,36.0,58.0,100.0,100.0,62.0,23.0,0.0,82.0,89.0,90.0,92.0,87.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,91.0,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0
sub00860,80.0,84.0,100.0,89.0,94.0,81.0,100.0,95.0,49.0,79.0,51.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,70.0,50.0,81.0,87.0,100.0,71.0,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0
sub00962,75.0,8.0,14.0,50.0,72.0,100.0,94.0,49.0,100.0,31.0,83.0,86.0,54.0,49.0,49.0,50.0,22.0,97.0,100.0,100.0,100.0,100.0,100.0,21.0,New York,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,27.0
sub01314,33.0,51.0,16.0,72.0,55.0,49.0,59.0,65.0,57.0,45.0,13.0,78.0,78.0,79.0,72.0,70.0,30.0,18.0,25.0,17.0,40.0,35.0,25.0,66.0,California,51.0,57.0,75.0,74.0,58.0,62.0,79.0,54.0,67.0,67.0,100.0,63.0,0.0,0.0,0.0,0.0,13.0,75.0,20.0,14.0,61.0,71.0,86.0,64.0,Part-Time,No,Female,30.0
sub00636,70.0,16.0,3.0,43.0,50.0,62.0,61.0,61.0,66.0,51.0,3.0,64.0,63.0,64.0,41.0,19.0,80.0,29.0,76.0,49.0,98.0,51.0,42.0,43.0,California,58.0,44.0,2.0,59.0,86.0,72.0,80.0,90.0,36.0,58.0,7.0,43.0,7.0,0.0,0.0,0.0,76.0,87.0,58.0,73.0,94.0,100.0,96.0,55.0,Full-Time,No,Female,24.0
sub00077,64.0,36.0,29.0,73.0,38.0,70.0,72.0,88.0,74.0,36.0,27.0,65.0,50.0,39.0,22.0,2.0,8.0,40.0,19.0,25.0,98.0,69.0,73.0,100.0,California,70.0,38.0,55.0,85.0,72.0,90.0,85.0,88.0,100.0,57.0,77.0,64.0,45.0,28.0,0.0,0.0,0.0,71.0,35.0,81.0,100.0,100.0,100.0,59.0,Full-Time,Yes,Female,21.0
sub01379,1.0,28.0,82.0,100.0,77.0,37.0,100.0,100.0,60.0,100.0,100.0,69.0,0.0,0.0,0.0,0.0,92.0,83.0,100.0,100.0,100.0,100.0,63.0,74.0,Florida,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,Yes,Male,21.0
sub00857,70.0,49.0,70.0,91.0,87.0,72.0,100.0,100.0,62.0,61.0,27.0,98.0,73.0,60.0,28.0,8.0,2.0,4.0,89.0,100.0,100.0,58.0,77.0,69.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,Yes,Male,24.0
